,Sentence,Output
531,"Tesla Model S vehicles produced in 2018 are under a recall due to software glitches. The component responsible for software control is malfunctioning. Tesla recommends visiting their service centers for a fix. Recall proceedings are scheduled to start on November 30, 2022.","[{'Entity': 'Tesla Model S', 'Label': 'Vehicle_model'}, {'Entity': 'software glitches', 'Label': 'Failure_issue'}, {'Entity': 'software control', 'Label': 'Component'}, {'Entity': 'visiting their service centers for a fix', 'Label': 'Corrective_action'}, {'Entity': 'Tesla', 'Label': 'Manufacturer'}, {'Entity': 'November 30, 2022', 'Label': 'Recall_date'}]"
532,The new Tesla Model S electric car is experiencing issues with the battery packs. Owners have reported overheating and potential fire hazards. Tesla will be recalling all affected vehicles to replace the faulty battery packs with a revised design.,"[{'Entity': 'Tesla Model S', 'Label': 'Vehicle_model'}, {'Entity': 'battery packs', 'Label': 'Component'}, {'Entity': 'overheating', 'Label': 'Failure_issue'}, {'Entity': 'fire hazards', 'Label': 'Failure_issue'}, {'Entity': 'recall all affected vehicles to replace the faulty battery packs with a revised design', 'Label': 'Corrective_action'}, {'Entity': 'Tesla', 'Label': 'Manufacturer'}]"
533,Ford F-150 pickup trucks manufactured in 2018 are facing issues with the steering system. Drivers have reported sudden loss of control leading to accidents. Ford will be issuing a recall to inspect and potentially replace the faulty steering components.,"[{'Entity': 'Ford F-150', 'Label': 'Vehicle_model'}, {'Entity': 'steering system', 'Label': 'Component'}, {'Entity': 'sudden loss of control', 'Label': 'Failure_issue'}, {'Entity': 'accidents', 'Label': 'Failure_issue'}, {'Entity': 'issuing a recall to inspect and potentially replace the faulty steering components', 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}]"
534,The Honda Civic hatchback has been flagged for airbag deployment issues. Several incidents have been reported where the airbags deploy unexpectedly. Honda will be replacing the faulty airbag modules in all affected vehicles.,"[{'Entity': 'Honda Civic', 'Label': 'Vehicle_model'}, {'Entity': 'airbag deployment issues', 'Label': 'Failure_issue'}, {'Entity': 'airbags deploy unexpectedly', 'Label': 'Failure_issue'}, {'Entity': 'replacing the faulty airbag modules in all affected vehicles', 'Label': 'Corrective_action'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}]"
535,The Chevrolet Silverado 1500 trucks from 2019 are facing transmission problems. Owners have complained about gears slipping and difficulty in shifting. Chevrolet will be contacting owners for a transmission inspection and repair.,"[{'Entity': 'Chevrolet Silverado 1500', 'Label': 'Vehicle_model'}, {'Entity': 'transmission problems', 'Label': 'Failure_issue'}, {'Entity': 'gears slipping', 'Label': 'Failure_issue'}, {'Entity': 'difficulty in shifting', 'Label': 'Failure_issue'}, {'Entity': 'contacting owners for a transmission inspection and repair', 'Label': 'Corrective_action'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}]"
536,The BMW X5 SUVs are under investigation for brake issues. Customers have reported brake failure while driving at high speeds. BMW will be conducting a recall to fix the faulty brake components.,"[{'Entity': 'BMW X5', 'Label': 'Vehicle_model'}, {'Entity': 'brake issues', 'Label': 'Failure_issue'}, {'Entity': 'brake failure while driving at high speeds', 'Label': 'Failure_issue'}, {'Entity': 'conducting a recall to fix the faulty brake components', 'Label': 'Corrective_action'}, {'Entity': 'BMW', 'Label': 'Manufacturer'}]"
537,"Toyota is recalling certain model year 2010-2015 Corolla vehicles. The airbags in these vehicles may not deploy properly in a crash, increasing the risk of injury to the occupants. Toyota will notify owners and dealers will replace the defective airbag sensors free of charge. The recall began on July 15, 2015.","[{'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'airbags', 'Label': 'Component'}, {'Entity': 'risk of injury', 'Label': 'Failure_issue'}, {'Entity': 'Corolla vehicles', 'Label': 'Vehicle_model'}, {'Entity': 'replace the defective airbag sensors free of charge', 'Label': 'Corrective_action'}, {'Entity': 'July 15, 2015', 'Label': 'Recall_date'}]"
538,"Ford has issued a recall for certain model year 2018-2020 F-150 trucks. The brake pedals in these trucks may become loose and detach from the pedal assembly, leading to a loss of braking function. Ford dealers will inspect and tighten the brake pedal attachment bolts to prevent this issue. The recall started on September 1, 2020.","[{'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'brake pedals', 'Label': 'Component'}, {'Entity': 'loss of braking function', 'Label': 'Failure_issue'}, {'Entity': 'F-150 trucks', 'Label': 'Vehicle_model'}, {'Entity': 'inspect and tighten the brake pedal attachment bolts', 'Label': 'Corrective_action'}, {'Entity': 'September 1, 2020', 'Label': 'Recall_date'}]"
539,"Honda is recalling certain model year 2015-2019 Civic sedans. The fuel pumps in these sedans may fail, causing the engine to stall unexpectedly. Honda will contact owners and replace the faulty fuel pumps at no cost. The recall commenced on April 5, 2019.","[{'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'fuel pumps', 'Label': 'Component'}, {'Entity': 'engine to stall unexpectedly', 'Label': 'Failure_issue'}, {'Entity': 'Civic sedans', 'Label': 'Vehicle_model'}, {'Entity': 'replace the faulty fuel pumps at no cost', 'Label': 'Corrective_action'}, {'Entity': 'April 5, 2019', 'Label': 'Recall_date'}]"
540,"Chevrolet has announced a recall for certain model year 2017-2020 Silverado trucks. The seat belt pretensioners in these trucks may not activate in a crash, posing a higher risk of injury to the occupants. Chevrolet dealers will inspect and replace the defective seat belt pretensioners as necessary. The recall initiated on August 10, 2020.","[{'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'seat belt pretensioners', 'Label': 'Component'}, {'Entity': 'higher risk of injury', 'Label': 'Failure_issue'}, {'Entity': 'Silverado trucks', 'Label': 'Vehicle_model'}, {'Entity': 'inspect and replace the defective seat belt pretensioners as necessary', 'Label': 'Corrective_action'}, {'Entity': 'August 10, 2020', 'Label': 'Recall_date'}]"
541,"Tesla is conducting a recall for certain model year 2016-2020 Model S electric cars. The touchscreen displays in these cars may go blank, causing a loss of critical vehicle functions. Tesla will reach out to owners and replace the malfunctioning touchscreen displays at no charge. The recall kickstarted on June 20, 2020.","[{'Entity': 'Tesla', 'Label': 'Manufacturer'}, {'Entity': 'touchscreen displays', 'Label': 'Component'}, {'Entity': 'loss of critical vehicle functions', 'Label': 'Failure_issue'}, {'Entity': 'Model S electric cars', 'Label': 'Vehicle_model'}, {'Entity': 'replace the malfunctioning touchscreen displays at no charge', 'Label': 'Corrective_action'}, {'Entity': 'June 20, 2020', 'Label': 'Recall_date'}]"
542,"The 2010 Honda Accord sedans manufactured between March 15, 2010, and June 30, 2010, are experiencing issues with the faulty airbag inflators. The malfunctioning airbag inflators may result in improper deployment during a crash, increasing the risk of injury to the occupants. Honda will notify its customers and replace the faulty airbag inflators with new and improved ones free of charge. Owner notification for this recall began on January 5, 2011.","[{'Entity': 'Honda Accord', 'Label': 'Vehicle_model'}, {'Entity': 'faulty airbag inflators', 'Label': 'Component'}, {'Entity': 'improper deployment during a crash', 'Label': 'Failure_issue'}, {'Entity': 'risk of injury', 'Label': 'Failure_issue'}, {'Entity': 'replace the faulty airbag inflators with new and improved ones free of charge', 'Label': 'Corrective_action'}, {'Entity': 'January 5, 2011', 'Label': 'Recall_date'}]"
543,"The 2015 Ford F-150 trucks manufactured between September 1, 2015, and December 10, 2015, have been reported to have defective brake master cylinders. The defective brake master cylinders may result in a loss of braking effectiveness, potentially leading to accidents. Ford is contacting affected customers to replace the faulty brake master cylinders with new ones at no cost. The recall process started on April 20, 2016.","[{'Entity': 'Ford F-150', 'Label': 'Vehicle_model'}, {'Entity': 'defective brake master cylinders', 'Label': 'Component'}, {'Entity': 'loss of braking effectiveness', 'Label': 'Failure_issue'}, {'Entity': 'accidents', 'Label': 'Failure_issue'}, {'Entity': 'replace the faulty brake master cylinders with new ones at no cost', 'Label': 'Corrective_action'}, {'Entity': 'April 20, 2016', 'Label': 'Recall_date'}]"
544,"Toyota has issued a recall for the 2018 Camry vehicles produced between August 20, 2018, and November 25, 2018, due to potential fuel pump failures. The fuel pump failures could result in stalling of the vehicle, posing a safety hazard to the occupants. Toyota dealers will inspect and replace the faulty fuel pumps with improved ones free of charge. The recall process commenced on February 5, 2019.","[{'Entity': 'Toyota Camry', 'Label': 'Vehicle_model'}, {'Entity': 'fuel pump failures', 'Label': 'Component'}, {'Entity': 'stalling of the vehicle', 'Label': 'Failure_issue'}, {'Entity': 'safety hazard to the occupants', 'Label': 'Failure_issue'}, {'Entity': 'inspect and replace the faulty fuel pumps with improved ones free of charge', 'Label': 'Corrective_action'}, {'Entity': 'February 5, 2019', 'Label': 'Recall_date'}]"
545,"The 2017 BMW 3 Series sedans manufactured from May 10, 2017, to August 25, 2017, are facing issues with the faulty electronic power steering systems. The malfunctioning electronic power steering systems may lead to sudden loss of steering control, posing a risk of accidents. BMW will inform the owners and provide a free replacement of the defective steering systems. The recall process started on March 15, 2018.","[{'Entity': 'BMW 3 Series', 'Label': 'Vehicle_model'}, {'Entity': 'faulty electronic power steering systems', 'Label': 'Component'}, {'Entity': 'sudden loss of steering control', 'Label': 'Failure_issue'}, {'Entity': 'risk of accidents', 'Label': 'Failure_issue'}, {'Entity': 'provide a free replacement of the defective steering systems', 'Label': 'Corrective_action'}, {'Entity': 'March 15, 2018', 'Label': 'Recall_date'}]"
546,"The 2016 Chevrolet Silverado pickup trucks manufactured between July 5, 2016, and October 30, 2016, have been found to have defective rear axle shafts. The defective rear axle shafts may fracture under heavy loads, causing loss of vehicle control. Chevrolet will reach out to affected owners and replace the faulty axle shafts with reinforced ones free of charge. The recall process was initiated on January 10, 2017.","[{'Entity': 'Chevrolet Silverado', 'Label': 'Vehicle_model'}, {'Entity': 'defective rear axle shafts', 'Label': 'Component'}, {'Entity': 'fracture under heavy loads', 'Label': 'Failure_issue'}, {'Entity': 'loss of vehicle control', 'Label': 'Failure_issue'}, {'Entity': 'replace the faulty axle shafts with reinforced ones free of charge', 'Label': 'Corrective_action'}, {'Entity': 'January 10, 2017', 'Label': 'Recall_date'}]"
547,"The Toyota Camry 2012 model has been recalled due to faulty airbags, which could lead to serious injuries in case of a collision. Owners are advised to contact their nearest Toyota dealership for a free replacement of the airbag system. The recall notice was issued on July 10, 2019.","[{'Entity': 'Toyota Camry 2012', 'Label': 'Vehicle_model'}, {'Entity': 'faulty airbags', 'Label': 'Failure_issue'}, {'Entity': 'serious injuries', 'Label': 'Failure_issue'}, {'Entity': 'Toyota dealership', 'Label': 'Component'}, {'Entity': 'free replacement of the airbag system', 'Label': 'Corrective_action'}, {'Entity': 'July 10, 2019', 'Label': 'Recall_date'}]"
548,"The Ford F-150 trucks manufactured in 2015 have been found to have defective brake systems, increasing the risk of accidents and potential harm to the driver and passengers. Ford dealerships across the country are offering to replace the brake components free of charge. The official recall notice was issued on March 5, 2020.","[{'Entity': 'Ford F-150 2015', 'Label': 'Vehicle_model'}, {'Entity': 'defective brake systems', 'Label': 'Failure_issue'}, {'Entity': 'risk of accidents', 'Label': 'Failure_issue'}, {'Entity': 'potential harm to the driver and passengers', 'Label': 'Failure_issue'}, {'Entity': 'Ford dealerships', 'Label': 'Component'}, {'Entity': 'replace the brake components free of charge', 'Label': 'Corrective_action'}, {'Entity': 'March 5, 2020', 'Label': 'Recall_date'}]"
549,"The Honda Accord EX 2018 model has been recalled due to a manufacturing defect that could cause sudden engine failure leading to potential accidents on the road. Honda service centers nationwide are offering to inspect and replace the faulty engine parts at no additional cost. The recall was officially announced on September 20, 2021.","[{'Entity': 'Honda Accord EX 2018', 'Label': 'Vehicle_model'}, {'Entity': 'manufacturing defect', 'Label': 'Failure_issue'}, {'Entity': 'sudden engine failure', 'Label': 'Failure_issue'}, {'Entity': 'potential accidents on the road', 'Label': 'Failure_issue'}, {'Entity': 'Honda service centers', 'Label': 'Component'}, {'Entity': 'inspect and replace the faulty engine parts at no additional cost', 'Label': 'Corrective_action'}, {'Entity': 'September 20, 2021', 'Label': 'Recall_date'}]"
550,"The Chevrolet Silverado 1500 trucks from the year 2019 are being recalled due to a faulty exhaust system that may lead to harmful emissions and environmental pollution. Chevrolet authorized service providers are offering to replace the defective exhaust components with environmentally friendly alternatives. The recall notice was officially issued on November 12, 2020.","[{'Entity': 'Chevrolet Silverado 1500 2019', 'Label': 'Vehicle_model'}, {'Entity': 'faulty exhaust system', 'Label': 'Failure_issue'}, {'Entity': 'harmful emissions', 'Label': 'Failure_issue'}, {'Entity': 'environmental pollution', 'Label': 'Failure_issue'}, {'Entity': 'Chevrolet authorized service providers', 'Label': 'Component'}, {'Entity': 'replace the defective exhaust components with environmentally friendly alternatives', 'Label': 'Corrective_action'}, {'Entity': 'November 12, 2020', 'Label': 'Recall_date'}]"
551,"The BMW X5 SUVs manufactured in 2017 have been recalled due to a potential steering system malfunction that could result in loss of control while driving. BMW dealerships are offering to inspect and repair the steering components to ensure the safety of the vehicle occupants. The recall notice was issued on April 30, 2018.","[{'Entity': 'BMW X5 2017', 'Label': 'Vehicle_model'}, {'Entity': 'potential steering system malfunction', 'Label': 'Failure_issue'}, {'Entity': 'loss of control while driving', 'Label': 'Failure_issue'}, {'Entity': 'BMW dealerships', 'Label': 'Component'}, {'Entity': 'inspect and repair the steering components', 'Label': 'Corrective_action'}, {'Entity': 'April 30, 2018', 'Label': 'Recall_date'}]"
552,"The new 2022 Tesla Model S electric car is equipped with state-of-the-art battery technology, but reports of battery overheating have surfaced. If the overheating issue is not addressed promptly, it could lead to a fire hazard. Tesla has announced a recall and will install a new cooling system to prevent battery overheating incidents.","[{'Entity': 'Tesla Model S', 'Label': 'Vehicle_model'}, {'Entity': 'battery technology', 'Label': 'Component'}, {'Entity': 'battery overheating', 'Label': 'Failure_issue'}, {'Entity': 'fire hazard', 'Label': 'Failure_issue'}, {'Entity': 'install a new cooling system', 'Label': 'Corrective_action'}, {'Entity': 'Tesla', 'Label': 'Manufacturer'}, {'Entity': 'announced a recall', 'Label': 'Corrective_action'}]"
553,"The 2021 Ford F-150 pickup trucks have been reported to have issues with the rear axle, causing potential safety concerns. If the axle problem is not addressed, it could result in loss of vehicle control. Ford has initiated a recall and will replace the faulty rear axles with upgraded components for improved safety.","[{'Entity': 'Ford F-150', 'Label': 'Vehicle_model'}, {'Entity': 'rear axle', 'Label': 'Component'}, {'Entity': 'safety concerns', 'Label': 'Failure_issue'}, {'Entity': 'loss of vehicle control', 'Label': 'Failure_issue'}, {'Entity': 'recall', 'Label': 'Corrective_action'}, {'Entity': 'replace the faulty rear axles with upgraded components', 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}]"
554,"The recent Hyundai Sonata models have been found to have faulty airbag sensors, posing a serious safety risk. If the airbag sensor issue is not rectified, it could lead to airbag deployment failures during accidents. Hyundai is conducting a recall and will replace the defective sensors with new ones to ensure passenger safety.","[{'Entity': 'Hyundai Sonata', 'Label': 'Vehicle_model'}, {'Entity': 'airbag sensors', 'Label': 'Component'}, {'Entity': 'safety risk', 'Label': 'Failure_issue'}, {'Entity': 'airbag deployment failures', 'Label': 'Failure_issue'}, {'Entity': 'conducting a recall', 'Label': 'Corrective_action'}, {'Entity': 'replace the defective sensors with new ones', 'Label': 'Corrective_action'}, {'Entity': 'Hyundai', 'Label': 'Manufacturer'}]"
